body_of_water	category_T10	category_T15	city_not_us	city_us	date	filename	id	incorrect_orientation_T21	keyword_subj_T11	loc_box_checked	loc_not_us	other_info_T22	prodno	publisher	state_l	state_v	subj_2_T12	subj_3_T13	subj_T16	title
		Entertainment		Chicago		a115598_o3.jpg	35403280										Singer bus	Lines of type describing the group	Eight black singers portraits	Williams World-Famous Singers
		Agriculture				VO5542_o3.jpg	35423259												Horse-drawn harvester	
		Advertisements		Chicago		VO511_o3.jpg	35422829					Signature in lower right corner, the artist? L Lozier  Chi.					Urban street with smoky chimneys	Horse and carriages	High rise building	Majestic Building Chicago
		Libraries, galleries & museums		Evanston		VO1482_o3.jpg	35421645										Stairway	Landscaping	Neo classical building	Evanston Public Library, Evanston, Ill
Lake Minnewanka		Beaches & bodies of water	Alberta		1902	dpc6421_o3.jpg	35409099				Canada			Detroit Photographic Co.			Trees	Clouds	Mountains	Lake Minnewanka, Alberta
		Hotels		Chicago		vob24_o3.jpg	35424368										Windows	Lamp	Automobiles	Edgewater Beach Hotel from Sheridan Road, Chicago
		Politics & government		Portsmouth	1907	dpc11076_o3.jpg	35406950							Detroit Publishing Co.			Government facilities	Office buildings	Courthouses	Rockingham County court house, Portsmouth, N.H.
		Aerial views & skylines		Chicago		5dk1659_o3.jpg	35402078					Text is vertical					Rivers	Clock towers	Cityscapes	Greetings from Chicago
		Military		Watervliet		dpc9965_o3.jpg	35411895							Detroit Publishing Co.					Arsenals	Entrance to Watervliet Arsenal, Watervliet, N.Y.
		Boats & ships				dpc8197_o3.jpg	35410587			Unidentified									Battleships, U.S.	U.S.S. Kearsarge
		Streets & highways		Belleville		A21984_o3.jpg	35403579												Trolley cars	South West Corner Public Square, Belleville, Ill.
		Shopping				0CH525_o3.jpg	35400693			Unidentified							Stores	Trousseau 	Shops	Martha The Trousseau Shop
		Aerial views & skylines		Chicago		8CK1765_o3.jpg	35402807												Lakefront	Chicago's Skyline
		Women				6EK65_o3.jpg	35402453			Unidentified		This is some Holly Hobbie world					Crafts	Interiors	Fabric store	
		Streets & highways				2CH249_o3.jpg	35401344			Unidentified							Lanes	Mountains	Route	U. S. 66 entering city from West
		Religion		Gilman		A115290_o3.jpg	35403264										Corner	Blue	Spires	Baptist and Presbyterian churches, Gilman, Ill
		Hotels		Chicago		3CK1390_o3.jpg	35401589										Park	Marquee	Skyline	The Conrad Hilton Hotel
		Politics & government		St. Louis		VO2045_o3.jpg	35422257										Fountains	Columns	Plane	Old court house St. Louis, Broadway and Market streets
		Advertisements		Cicero		1BH1603_o3.jpg	35400902										Stools	Heinz	Hotel	Hotel Annetta  - Cicero, Illinois
		Aerial views & skylines		Chicago		cop2822_o3.jpg	35405676										Skyscrapers		Drawing	Michigan Avenue north from Lake St., Chicago, Ill.
		Politics & government		Washington	1904	dpc8078_o3.jpg	35410493	Image needs rotating						Detroit Photographic Co.			Bronze relief	Arch	United States Capitol	Rogers Door. Washington, D.C.
		Beaches & bodies of water		South Haven		VO2170_o3.jpg	35422336										River		Ships	The fleet, South Haven. Mich
		Parks & gardens		Brooklyn		dpc12849_o3.jpg	35408034	Image needs rotating						Copr. Geo. P. Hall & Son			American Revolutionary War Monument		Fort Greene Park	Martyrs Monument, Brooklyn, N.Y.
		Beaches & bodies of water		St. Joseph		VO6243_o3.jpg	35423575										Fishing		Boats	White bass fishing on river, St. Joseph, Mich
		Parks & gardens		Milwaukee		VO843_o3.jpg	35424191										Lily		Pond	Lily pond, Humboldt Park, Milwaukee, Wis.
		Beaches & bodies of water		Sault Ste. Marie		VO1421A_o3.jpg	35412689										Locks		Ships	Ore boats locking through canal, Sault Ste. Marie, Mich.
		Portraits			1904	dpc8086_o3.jpg	35410498			Unidentified				Detroit Photographic Co.			Founding Fathers		American Revolution	Alexander Hamilton
		Beaches & bodies of water		Plymouth		dpc11398_o3.jpg	35407112							Detroit Publishing Co.			Aerial View		Brdiges	Pemigewasset River and Holderness Bridge, Plymouth N.H. in the White Mountains
		World's fairs		Chicago		cop2702_o3.jpg	35405613										Amusement		Chicago	Giant coaster wagon at enchanted island
		Business & industry		Canton		A46757_o3.jpg	35403712										Pen and ink	Aerial view	Factories	International Harvester Company, Canton, Illinois
		Military		North Chicago		R70276_o3.jpg	35412082												Sailors	Just arrived
		Amusements	Havana			0BH1124_o3.jpg	35400526				Cuba						Fountains		Casinos	Havana: National Casino at Marianao
		World's fairs		Chicago	1933	cop1282_o3.jpg	35404574							R H D Co.					Watercolors	Muller-Pabst Cafe
		Hotels		Mackinac Island	1905	dpc8847_o3.jpg	35411114							Detroit Photographic Co.					Lakes	Grand Hotel, Mackinac Island, Mich
Atlantic Ocean 		Beaches & bodies of water			1901	dpc8754_o3.jpg	35411038							Detroit Photographic Co. 			Oceans	Moon	Atlantic	Moonlight over the Atlantic
		Nature		Brattleboro		dpc10818_o3.jpg	35406773							Detroit Publishing Co			Birches		Monuments	"Birches at ""Morningside,"" Brattleboro, VT"
		Boats & ships				dpc12086_o3.jpg	35407546			Unidentified				Detroit Publishing Co.					Flags	"Str. ""Eastern States"""
		Cartoons & humor				cop1625_o3.jpg	35405081			Unidentified							Triceratops		Dinosaurs	
		Beaches & bodies of water		Rochester	1904	dpc9406_o3.jpg	35411509							Detroit Photographic Co.			Lakes	Geese	Ducks	Along the Lake, Rochester, N. Y.
		Parks & gardens		Chicago		VO1469A_o3.jpg	35412752												Lakes	Scene in Jackson Park, Chicago (German Bldg.)
		World's fairs		Chicago		cop1605_o3.jpg	35405063										Tea		Japan	Japan tea hall. (Chicago Exposition: 1933)
		Education		Elgin		VO1128A_o3.jpg	35412364												High schools	High School, Elgin, Ill
Tomoka River		Beaches & bodies of water		Ormond	1900	dpc6585_o3.jpg	35409232							Detroit Photographic Co.			Boats	Palm trees	Ships	On the Tomoka, near Ormond, Fla.
		Hotels				7CK1334_o3.jpg	35402565			Unidentified									Travel	Knox Villa Motel
		World's fairs		Chicago		cop1221_o3.jpg	35404512												Fountains	Night illumination of giant fountain (largest in the world). A Century of Progress International Exhibition. Chicago
		Beaches & bodies of water	Halifax			dpc12754_o3.jpg	35407981	Image needs rotating			Canada						Piers	Night	Palms	Moonlight on the Halifax
		Railroads		St. Louis		VO5523_o3.jpg	35423241										Train Station	Cityscape	Travel	Night in St. Louis
		Residences		Manchester		dpc11199_o3.jpg	35407016							Detroit Publishing Co						Stark Home, Manchester, N.H.
		Indians of North America		Sault Ste. Marie	1901	dpc497_o3.jpg	35408230							Detroit Photographic Co.					Portraits	An honest Indian-Old John Boucher Sault Ste. Marie, Michigan
		Education		Chicago		6AH1668_o3.jpg	35402119										Artists		Students	Special equipment, ample room, and the guidance of instructors who are expert display card writers, contribute to the quick success of those trained at the Ray Schools 116 South Michigan Boulevard Chicago
		Parks & gardens		St. Paul		VO1329_o3.jpg	35412565										Flowers		Ponds	Lily pond in Como Park St. Paul Minn.
		Politics & government		Aledo		4152_o3.jpg	35401618												Courthouses	Aledo, Ill.
		Agriculture				dpc7362_o3.jpg	35409981			Unidentified				Detroit Publishing Co.			Fruit		Oranges	An orange grove
		World's fairs		Chicago		cop1880_o3.jpg	35405237										Night	abstract	Painted	Across the Bridge, Showing Sky Ride, Chicago World's Fair
		Aerial views & skylines		San Francisco		dpc8103_o3.jpg	35410510							Detroit Publishing Co. 			Downtown		Bay	San Francisco and Bay
		Beaches & bodies of water				VO1361_o3.jpg	35412611			Unidentified							Minnehaha	River 	Falls	""" Where the Falls of Minnehaha Flash and gleam among the oak trees, Laugh and leap into the valley"""
		Parks & gardens		Detroit 	1905	dpc9467_o3.jpg	35411548							Detroit Publishing Co. 			Benches	landscape 	Men	Grand Circus Park, Detroit, Mich. 
Pemigewasset River 		Beaches & bodies of water		Plymouth 		dpc11398_o3.jpg	35407112							Detroit Publishing Co. 			Bridge	Beach	River	Pemigewasset River and Holderness Bridge, Plymouth N.H.  In the WHite Mountains
		Religion		Dwight		A115750_o3.jpg	35403283										Methodist	Spire 	Church	Methodist Church, Dwight, ILL 
		Business & industry		Sault Ste Marie	1903	dpc6849_o3.jpg	35409462							Detroit Photographic Co. 			Power House 	Electricity 	Canal	Canal and Power House of Michigan Lake Superior Power Co., Sault Ste, Marie, Mich
		World's fairs		Chicago		cop2422l_o3.jpg	35405469										Bell Tower	Adobe with Dome and Cross 	Entrance	Mexican Village Chicago World's Fair - 1934
		Streets & highways		St. Augustine	1902	dpc12429_o3.jpg	35407755							Detroit Photographic Co.			Mission style architecture	Horse and carriage	Oceans	St. Augustine, Fla. from the Ponce de Leon
		Business & industry		New Orleans	1906	dpc10273_o3.jpg	35406442							Detroit Publishing Co.					Boats & Ships	Sunday on the Levee, New Orleans, La.
		Education		Chicago		VO1838A_o3.jpg	35422020										Dormitories		University of Chicago	Men's halls Cobb Hall, University of Chicago
		Religion		Mackinac Island		VO1214_o3.jpg	35412414					trees, nature, fences 					Missionaries 	Religious communities 	Mission churches	Old Mission, Mackinac Island, Mich.
		Shopping		Chicago		VO1998_o3.jpg	35422203										Confections 	Retail 	"Confectioneries
"	The Confectionery Section, Marshall Field & Co., Retail, Chicago 
		Parks & gardens		Detroit	1903	dpc7176_o3.jpg	35409803					Belle Isle, Canals, people, concert-goers, gazebos		Detroit Photographic Co. 			Canoes 	Crowds	Band concerts	Band concert on Grand Canal, Belle Isle Park, Detroit, Mich.
		Nature		West Baden		dpc7717_o3.jpg	35410253										Mineral springs 	Health & hygiene facilities	Therapeutic baths	Spring No. 5
		World's fairs		Chicago		cop2711_o3.jpg	35405622										Science hall 	Exteriors 	Exhibitions 	North entrance to hall of science at night
		Business & industry		Greenview		R68422_o3.jpg	35412068										Bank Vault Doors		Banks	The Marbold State Bank, Greenview, Illinois.
		Military		Allegheny	1905	dpc9371_o3.jpg	35411490							Detroit Publishing Co. 			Soldiers Monuments	Statues	Monument	Soldiers Monument, Allegheny, PA
Lake Placid		Beaches & bodies of water			1902	dpc6784_o3.jpg	35409400							Detroit Photographic Co.						Lake Placid, from Eagle's Eyrie, Adirondack Mountains.
		Religion		Chicago		r76107_o3.jpg	35412106										Buildings	Moody Bible Institute 	Education	Osborne Hall and Osborne Row, The Moody Bible Institute, Chicago 
Harbor of Duluth, Lake Superior		Boats & ships		Duluth		VO358_o3.jpg	35422684							V.O. Hammon Pub. Co., Minneapolis and Chicago			Steamer	Shipwreck	Waves	"Steamer ""Mataafa"" being pounded by the waves after being wrecked in the effort to make the Harbor of Duluth during the great storm of Nov. 28,1905. Nine men were lost from this vessel."
		Education		Dundee		C58743_o3.jpg	35404299										Flag	Building	Schoolhouse	Ev. Lutheran Immanuel's school, Dundee, Ill.
		Parks & gardens		St. Louis		VO2048_o3.jpg	35422260										Trees	Flowers	Pavilion	Entrance to Forest Park St. Louis, Mo.
		Parks & gardens		Chicago		VO84_o3.jpg	35424187							V. O. Hammon Pub. Co., Chicago and Minneapolis			Beach	Sand	Benches	Lake Shore promenade in Jackson Park, Chicago
		Hospitals		Chicago		5BH384_o3.jpg	35402027													Alexian Brothers Hospital Chicago 14, Ill.
		Boats & ships		St. Louis		VO1024_o3.jpg	35412249										Steamers		Bridges	Merchants Bridge and steamer Spread Eagle St. Louis, MO
		Education		Chicago		5BH387_o3.jpg	35402029										Proposed buildings		Colleges & Universities	Moody Bible Institute - Planned Torrey-Gray Auditorium
		Streets & highways		Daytona		dpc12767_o3.jpg	35407990												Tree-shaded lanes	The road to New Smyrna, from Daytona, Fla.
		Large letters		Marengo		0CH1860_o3.jpg	35400667							Curt Teich & Co., Inc.						Greetings from Marengo Illinois
		Nature		Rocky Mountains		dpc10216_o3.jpg	35406399							Copr. Detroit Publishing Co.			Lakes		Mountains	The heart of the rockies
		Streets & highways			1905	dpc8934_o3.jpg	35411175							Detroit Publishing Co.					tree-shaded lanes	Leslie Avenue, Mackinac island, Mich.
		Education		Cleveland	1903	dpc7394_o3.jpg	35410001							Detroit Photographic Co.			Laboratory schools	Observatories	Universities & colleges	Physical Laboratory, Adelbert College, Cleveland, O.
		Streets & highways		Chicago		9CK1475_o3.jpg	35403079												Cars	State Street, Chicago
		Beaches & bodies of water		Santa Catalina Island		dpc9112_o3.jpg	35411288							Detroit Publishing Co			Mountains	Sunset 	Boats	North Point and Sugar Loaf Santa and Catalina Island CAL 
		Animals			1905	dpc8821_o3.jpg	35411099			Unidentified				Detroit Photographic Co			Forest	Geyser 	Bear	Bear at Upper Geyser Basin, Yellowstone National Park 
		Libraries, galleries & museums		Chicago		R29492_o3.jpg	35411951										Museums	Neoclassical architecture	Lakes	Field Museum of Natural History Jackson Park Chicago
		Parks & gardens		Petoskey		VOA6_o3.jpg	35424357										Neoclassical architecture		Fountains	Scene in Mineral Springs Park, Petoskey, Mich.
		Amusements		Bushnell		A83064_o3.jpg	35403938										American Legion		Swimming pools	American Legion swimming pool, Bushnell, Ill.
		Streets & highways		Indianapolis	1904	dpc10506_o3.jpg	35406570							Detroit Photographic Co.			Monuments	Pedestrians	Streetcars	Meridian Street, Indianapolis, Ind.
		Education		Duluth		VO675_o3.jpg	35423963													Lakeside School, Duluth, Minn.
		Military		Concord		dpc11207_o3.jpg	35407023							Detroit Publishing Co						Memorial Arch, Concord, N.H.
		Hotels		Mackinac Island 		dpc9871_o3.jpg	35411846							Detroit Publishing Co. 						Grand Hotel, Mackinac Island, Mich. 
		Business & industry				4BH774a_o3.jpg	35401805			Unidentified									Turpentine industry	Photo by U.S. Forest Service 
		Sports			1901	dpc5769_o3.jpg	35408613			Unidentified				Detroit Photographic Co. 					Polo 	Polo
		Streets & highways		Chicago		4AH359_o3.jpg	35401682												Skyscrapers	Looking down La Salle Street
		Other		Point Loma		dpc7315_o3.jpg	35409945							Detroit Publishing Co. 			Site Elements 		Gates	Grecian Gateway and Buildings of the Universal Brotherhood, Point Loma, Calif.
		Beaches & bodies of water		Rochester 	1904	dpc9406_o3.jpg	35411509							Detroit Photographic Co. 						Along the Lake, Rochester, N.Y.
		Landscapes				dpc70673_o3.jpg	35409660			Unidentified				Detroit Publishing Co. 					Autumn 	Sumach in Autumn
		Landscapes		Mariposa Grove 		dpc8414_o3.jpg	35410759	Image needs rotating						Detroit Publishing Co. 			Historic trees	Redwoods	Trees	"""The Telescope"", Mariposa Grove, Calif. "
		Streets & highways		Evanston		VOE16_o3.jpg	35424395													Corner Greenwood St. & Ridge Ave,, Evanston, Ill.
		Hotels		Boston 	1899	dpc12471_o3.jpg	35407784							T. E. Marr.					Drawing rooms	"The ""Marie Antoinette"" Drawing Room, Hotel Touraine, Boston, Mass. "
		Libraries, galleries & museums		Duluth		VO149_o3.jpg	35421655							V.O. Hammon Pub Co					Library	
		Military		Savannah	1900	dpc5760_o3.jpg	35408608							Detroit Photographic Co.					Civil War	Sherman's Old Headquarters Savannah Ga
		Business & industry		Christopher		R85262_o3.jpg	35412119												Banks	First National Bank, Christopher, Ill.
		Bridges		Concord	1900	dpc6145_o3.jpg	35408868					Appears to be a colored photograph		Detroit Photographic Co			River	Trees	Wooden bridge	Old Bridge, Concord, Mass
		Streets & highways		New Orleans	1900	dpc5366_o3.jpg	35408347							Detroit Photographic Co. 			Rivers 		Levees	The levee at Canal Street, New Orleans 
		Beaches & bodies of water		St Joseph 		VO6251_o3.jpg	35423583												Rescue	U. S. Life Saving Crew and Station, St. Joseph, Mich. 
		Animals				2EK206_o3.jpg	35401401			Unidentified									Owls	
		Cartoons & humor				5AH1552_o3.jpg	35401938			Unidentified									Men	
		Libraries, galleries & museums		Chicago		VO539_o3.jpg	35423099							Hammon Pub. Co., Chicago			Historical Society		Museums	Historical Society Building, Chicago, Ill
		Other		Portsmouth	1902	dpc6570_o3.jpg	35409219					need a category for churches		Detroit Photographic Co.					Churches	St. John's Church, Portsmouth. N.H.
		Landscapes			1905	dpc9049_o3.jpg	35411247							Detroit Publishing Co. 			Mountains	Plants	Palm Trees	A California WInter Landscape
		Hotels		Havana		A116833_o3.jpg	35403378													Fred Rutledge, Proprietor
		Beaches & bodies of water		Duluth	1908	dpc11891_o3.jpg	35407434							Detroit Publishing Co.			Piers		Boats	U.S. Ship Canal Entrance, Duluth, Minn.
		Hospitals		Chicago		5BH384_o3.jpg	35402027													Alexian Brothers Hospital  Chicago 14, Illinois
Lake Spofford		Beaches & bodies of water			1905	dpc8780_o3.jpg	35411062							Detroit Photographic Co.						Along the shore at Pine Grove Springs Hotel, Lake Spofford, N.H.
		Religion		Philadelphia	1905	dpc9479_o3.jpg	35411559							Detroit Publishing Co.			Exteriors	Cemetery	BUildings	Old Mennonite Church, Germantown, Philadelphia, PA
		Business & industry		Memphis		dpc10409_o3.jpg	35406522							Detroit Publishing Co. 			Trust Company		Buildings	Memphis Trust Co. Building, Memphis, Tenn. 
		Bridges		New York	1901	dpc5685_o3.jpg	35408550							Detroit Photographic Co. 			Speedways	Transportation 	Roads	Washington Bridge and Speedway, New York 
		Cartoons & humor			1905	VOX11_o3.jpg	35424410			Unidentified				by M. S.						Everybody works but father
		Streets & highways		Chicago	1911	VO1954_o3.jpg	35422156							V. O. Hammon Pub. Co.			Exteriors		Buidlings	State Street at night, Chicago (south from Washington)
		Politics & government		Allegheny	1905	dpc9370_o3.jpg	35411489							Detroit Publishing Co.			Buildings 	Exteriors	Post Office 	Post Office, Allegheny, PA
		World's fairs		Chicago		cop2981_o3.jpg	35405761										Exteriors		Buildings	West entrance, Hall of Science Chicago 1933 World's Fair
		Residences				dpc5879_o3.jpg	35408693							Detroit Photographic Co			Roses		Gardens	Rose covered cottage, Calif.
		Residences		Philadellphia		dpc13898_o3.jpg	35408125										Ivy covered house	Open door	Rural setting	William Penn Mansion, Fairmount Park, Philadelphia, PA
		Agriculture				dpc8764_o3.jpg	35411048			Unidentified				Detroit Publishing Co.			Cows	Livestock	Cowboys	Branding
		Advertisements		Aurora		VO317_o3.jpg	35422658										# story red brick building	Trolley car	Urban street	Y W C A Building Aurora ILL
		Nature				dpc70673_o3.jpg	35409660			Unidentified				Detroit Publishing Co.			Tree-shaded lanes		Fall Colors	Sumach in autumn
		Religion		Flora		C32422_o3.jpg	35404119												Churches	Christian Church, Flora, Ill.
		Parks & gardens		St. Paul		VO1395_o3.jpg	35412652										Lilies	Hats	Ponds	Tropical lily pond, Como Park, St. Paul, Minn.
		Politics & government		Champaign		A51669_o3.jpg	35403771													Champaign, Ill.
		Beaches & bodies of water		Rochester		dpc5920_o3.jpg	35408714					handwritten holiday greetings on postcard		Detroit Photographic Co. 			Aqueducts	Skyline 	Bridges	Erie Canal Aqueduct, Rochester, N.Y. 
		Beaches & bodies of water		Seattle		VO6405_o3.jpg	35423718					waves crashing on tree-lined shore 					Storms	Boats	Lakes	Storm on Lake Washington, Seattle
		Sports		Mooseheart		2364-30_o3.jpg	35401127										Fraternal organizations	Teenagers	Athletic clubs	Some of Mooseheart's Champion Athletic teams
Lake Wissahickon		Bridges		Philadelphia	1906	dpc10154_o3.jpg	35406354							Detroit Publishing Co.						Valley Creek Bridge on the Wissahickon, Philadelphia, Pa.
		Hotels		Manhattan 	1900	dpc379_o3.jpg	35408196							Detroit Photographic Co. 			Water		Beaches 	Manhattan Beach Hotel and Promenade 
		Education		Plymouth	1907	dpc11397_o3.jpg	35407111							Detroit Publishing Co.					Schools	Normal School, Plymoouth, N.H., in the White Mountains
		Landscapes		Channahon		8B300_o3.jpg	35402779													Scenic View, I. & M. Canal, Channahon State Park, Channahon, Illinois
		Education		Minneapolis		VO2298A_o3.jpg	35422486												Schools	Central High School, Minneapolis, Minn.
Lake Placid		Hotels		Adirondacks	1902	dpc6771_o3.jpg	35409390					Spevens House is a misspelling of Stevens House		Detroit Photographic Co.			Lakes		Hills	Spevens House, Adirondacks Lake Placid, N.Y.
		Streets & highways		Detroit		dpc12627_o3.jpg	35407907							Copr. Detroit Publishing Co.			Libraries		Streetcars	Library Park, Detroit, Mich.
		Nature		White Mountains	1900	dpc420_o3.jpg	35408209							Detroit Photographic Co.					Mountains	Presidential Range from Jefferson, White Mountains
		Bridges		Los Angeles		dpc12201_o3.jpg	35407612							Detroit Publishing Co.						The Bridge, Hollenbeck Park, Los Angeles, Cal.
		Business & industry		Pittsburgh 		dpc12751_o3.jpg	35407978													Pittsburgh with the Lid Off. 
		Residences			1900	dpc5314_o3.jpg	35408328			Unidentified				Detroit Photographic Co. 					Adobe houses	Old Adobe 
		Advertisements		Dunning		RC2597_o3.jpg	35412142										Buildings in the little postcards	Views of attractions	Eight postcards	Greetings from Dunning ILL
		Entertainment		St. Louis		VO2026A_o3.jpg	35422238										Horse and carriages 	American flag	Six story building	Princess Theatre St. Louis MO
		Religion		Philadelphia 	1905	dpc9479_o3.jpg	35411559							Detroit Publishing Co. 			Cemeteries		Churches 	Old Mennonite Church, Germantown, Philadelphia, PA. 
Lake Michigan 		Boats & ships				VO1645A_o3.jpg	35421828													Yacht Racing On Lake Michigan 
		Railroads		New York		dpc9665_o3.jpg	35411688							Detroit Publishing Co.					Subways	Express trains in subway at Spring Street, New York
		Libraries, galleries & museums		Canton		a4943_o3.jpg	35403728												Libraries	Parklin Public Library, Canton, Ill.
		Politics & government		Carbondale		C46931_o3.jpg	35404157												Buildings	City hall and masonic building, Carbondale, ILL
		Parks & gardens		St. Paul 	1902	dpc6485_o3.jpg	35409152							Detroit Photographic Co. 			Lily Ponds	Nature	Ponds	Lily Pond in Como Park, St. Paul Minn. 
		Religion		Terre Haute		0BH1085_o3.jpg	35400489										Churches	Education	Colleges	Conventual Church of the Immaculate Conception, St. Mary-of-the-Woods College, Terre Haute, Ind. 
		Parks & gardens		St. Ignace		VO2128_o3.jpg	35422300												Rock	
Ppofile Lake		Nature		Franconia Notch State Park		dpc12504_o3.jpg	35407811	Image needs rotating											Mountains	Ppofile Lake and Old Man of the Mountain, White Mts. N.H.
		Streets & highways		Pittsburgh	1905	dpc9373_o3.jpg	35411492							Detroit Publishing Co.			Pedestrians		Streetcars	Wood Street, Pittsburgh, PA
Chautauqua Spring		Beaches & bodies of water		Chautauqua		A1720_o3.jpg	35403522												Springs	The famous Chautauqua Spring, Chatauqua, Ill.
		Boats & ships				dpc10028_o3.jpg	35406265			Unidentified				Detroit Publishing Co.					Steamships	A daily river procession
		Business & industry		Du Quoin		R89167_o3.jpg	35412127										Exteriors		Buildings	Du Quoin Bottling Co., Du Quoin, Ill
		Religion		Champaign		8720_o3.jpg	35402634												Churches	
		Parks & gardens		Grand Canyon		dpc12304_o3.jpg	35407677												Canyon	
		Aerial views & skylines		St. Paul		VO543_o3.jpg	35423144					"This is all ice now.
St. Paul 2/2/07
Miss Leppas, The Coldest and windiest spot on earth.  WC"		V.O. Hammon Pub. Co.						View St. Paul, Minn., from west side, showing Harriet Island
		Parks & gardens				4CK1081_o3.jpg	35401847			Unidentified										
		Indians of North America		Portland		dpc10784_o3.jpg	35406748	Image needs rotating						Detroit Publishing Co			Bronze Sculpture	Chief Multnomah	Hermon Atkins MacNeil (1866-1947)	Coming of the White Man, Portland, Oregon. 
		Streets & highways		Pittsfield		dpc10098_o3.jpg	35406309							Detroit Publishing Co. 					Trees	South Street, Pittsfield, Mass. 
		Religion		Williamstown	1904	dpc8337_o3.jpg	35410693	Image needs rotating						Detroit Photographic Co.			Parks		Monuments	Haystack Monument, Williamstown, Mass.
		World's fairs		Chicago		cop2953_o3.jpg	35405735												A Century of progress	Chinese Temple of Jehol a Century of Progress
		Business & industry		Chicago		vo1962_o3.jpg	35422164										Rooftop	American Flag	Office Building	Heisen Building, Chicago, ILL 
		Other			1902	dpc5739_o3.jpg	35408587	Image needs rotating		Unidentified				Detroit Photographic Co.			Porch	Barefoot	Black Boy	Playing Hookey
		Aerial views & skylines			1900	dpc5420_o3.jpg	35408368			Unidentified				Detroit Photographic Co.			River	Trees 	Mountian Range	Presidential Range, From Jefferson, White Mountians
		Hotels		Chicago		vob24_o3.jpg	35424368										Cars		Streets	Edgewater Beach Hotel from Sheridan Road, Chicago
		Advertisements		Chicago		2CH1011_o3.jpg	35401321												Pens	McLennon's Chicago's finest pen shop
		Bridges		St. Paul		VO5476_o3.jpg	35423192												Rivers	High Bridge, St. Paul, Minn.
		Beaches & bodies of water		Duluth		VO684_o3.jpg	35423974							V. O. Hammon Pub. Co.			Rivers		Rapids	Lester Rapids, Lester Park, Duluth, Minn.
		Hospitals		Chicago		C54395_o3.jpg	35404222													Founded in 1891 for the training of colored nurses
		Business & industry		Du Quoin		R89167_o3.jpg	35412127												Trucks	Du Quoin Bottling Co., Du Quoin, Ill.
		Aerial views & skylines		Chicago		4dk1117_o3.jpg	35401869										Skyscrapers		Lakes	Chicago's Magnificent Mile
		Streets & highways		New Orleans	1900	dpc5815_o3.jpg	35408656							Detroit Photographic Co.					Residences	St. Charles Ave, New Orleans, LA
		Residences		Superior		VO671_o3.jpg	35423957												Religion	Bishop Schinner's Residence, Superior, Wis.
		Residences		Philadelphia		dpc13898_o3.jpg	35408125										Parks		Colonial	William Penn Mansion, Fairmount Park, Philadelphia, PA.
		Boats & ships			1901	dpc6135_o3.jpg	35408859			Unidentified				Detroit Photographic Co.					Steamers	Off for a river trip
		Hotels		Aurora		VO315_o3.jpg	35422656										Cars		Streets	Hotel Arthur, Aurora, Ill.
		Education		Columbus	1904	dpc8046_o3.jpg	35410469							Detroit Photographic Co. 			Deaf	Institutes	Disabilities	Deaf and Dumb Institute, Columbus Ohio
		Restaurants & bars		Diamond Lake		A116396_o3.jpg	35403341										People	Towns	Streets 	Diamond Lake, Ill. 33 miles from Chicago
		Boats & ships		Newport News	1905	dpc9146_o3.jpg	35411319							Detroit Publishing Co. 			Docks	Water	Piers	C. & O. Terminal Piers, Newport News, VA. 
Colorado River		Nature		Grand Canyon	1902	dpc10920_o3.jpg	35406848							Detroit Photographic Co			Rivers		Mountains	Granite Gorge and the Colorado River, Grand Canyon, Arizona
		Aerial views & skylines		North Woodstock		dpc12512_o3.jpg	35407819							Detroit Publishing Co.			Highways		Mountains	North from Fair View Hotel, North Woodstock, N.H.
		Aerial views & skylines		Norfolk		dpc8448_o3.jpg	35410787							Detroit Photographic Co.			Mountains		Streets	Haystack Monument, Norfolk, Conn.
		Streets & highways		Lincoln		a20303_o3.jpg	35403572												Streetcars	Kickapoo St. looking south, Lincoln, Ill.
		Education		St. Louis		VO1018_o3.jpg	35412242												Colleges & Universities	Teacher's College, St. Louis, Mo.
		Boats & ships		Sault Ste. Marie		VO2177_o3.jpg	35422343												Locks	Freighter grounded in lock, tugs to the rescue, Sault Ste. Marie, Mich
		Hotels		Chicago		6C4_o3.jpg	35402397										Buildings		Architecture	Harriet Hammond McCormick memorial residence, Chicago
		Indians of North America				6BH440_o3.jpg	35402282			Unidentified							Drawings		Caricatures	We're having a whooping time 
		Boats & ships		Chicago		a110946_o3.jpg	35403188										Parks		Water	Boat Landing, Lincoln Park, Chicago 
		Amusements		Highland Park		7A464_o3.jpg	35402475							C. T. & Co.					Golf	Bob O'Link Country Club, Highland Park, Ill.
		Streets & highways		Detroit		dpc70036_o3.jpg	35409585							Detroit Publishing Co			hotel tuller		ciity scene	Grand Circus Park West, Detroit, Mich
		Streets & highways				cop1394_o3.jpg	35404696			Unidentified									Churches	A beautiful spot
		Residences		Lake Geneva		VO5571_o3.jpg	35423290													Residence of John J. Mitchell, Lake Geneva, Wis.
		Aerial views & skylines		Chicago		8CK1765_o3.jpg	35402807										Skyscrapers		Lakes	Chicago's Skyline
		Aerial views & skylines				cop32_o3.jpg	35405818			Unidentified									Agriculture	Agricultural group
		Residences				cop681_o3.jpg	35405956										Century of Progress		Orphanages	Children's Home, Staten Island, the Volunteers of America, Souvenir of a Century of Progress Exposition, 1933
		Streets & highways		Chicago		6CK2212_o3.jpg	35402414													Outer drive near North Avenue
